# == pyFAI calibration ==
# Distance Sample to Detector: 0.7940650855747703 m
# PONI: 2.315e+00, -4.375e-01 m
# Rotations: -0.203527 -0.493645 0.000022 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 920.724 mm
# Center: x=-1590.751, y=10923.912 pix
# Tilt: 30.409 deg  TiltPlanRot: -69.412 deg
# 
# Detector Pilatus 300kw	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 8.856e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> b_toney_lab6_th3_scan1_0048.xy
#       2th_deg             I 
  4.128687e+01    1.344107e+02
  4.128724e+01    1.343792e+02
  4.128761e+01    1.329691e+02
  4.128798e+01    1.338282e+02
  4.128835e+01    1.341293e+02
  4.128872e+01    1.347121e+02
  4.128909e+01    1.359472e+02
  4.128946e+01    1.352304e+02
  4.128983e+01    1.360050e+02
  4.129020e+01    1.361325e+02
  4.129057e+01    1.369865e+02
  4.129094e+01    1.377800e+02
  4.129131e+01    1.383413e+02
  4.129168e+01    1.392829e+02
  4.129205e+01    1.386587e+02
  4.129242e+01    1.378992e+02
  4.129279e+01    1.364982e+02
  4.129316e+01    1.367291e+02
  4.129353e+01    1.383557e+02
  4.129390e+01    1.380999e+02
  4.129427e+01    1.374870e+02
  4.129464e+01    1.359264e+02
  4.129501e+01    1.355715e+02
  4.129538e+01    1.364140e+02
  4.129575e+01    1.363032e+02
  4.129612e+01    1.338946e+02
  4.129649e+01    1.330823e+02
  4.129686e+01    1.335930e+02
  4.129723e+01    1.347478e+02
  4.129760e+01    1.377412e+02
  4.129797e+01    1.387647e+02
  4.129834e+01    1.385288e+02
  4.129871e+01    1.380567e+02
  4.129908e+01    1.374653e+02
  4.129945e+01    1.372388e+02
  4.129982e+01    1.375885e+02
  4.130019e+01    1.372874e+02
  4.130056e+01    1.374228e+02
  4.130093e+01    1.384890e+02
  4.130130e+01    1.382275e+02
  4.130167e+01    1.363616e+02
  4.130204e+01    1.346295e+02
  4.130241e+01    1.327339e+02
  4.130278e+01    1.321016e+02
  4.130315e+01    1.334668e+02
  4.130352e+01    1.358279e+02
  4.130389e+01    1.379833e+02
  4.130426e+01    1.391121e+02
  4.130463e+01    1.380147e+02
  4.130500e+01    1.368150e+02
  4.130537e+01    1.361368e+02
  4.130574e+01    1.371471e+02
  4.130611e+01    1.383503e+02
  4.130648e+01    1.390430e+02
  4.130685e+01    1.367627e+02
  4.130722e+01    1.346743e+02
  4.130759e+01    1.347822e+02
  4.130796e+01    1.352524e+02
  4.130833e+01    1.374463e+02
  4.130870e+01    1.376494e+02
  4.130907e+01    1.373612e+02
  4.130944e+01    1.366032e+02
  4.130981e+01    1.357702e+02
  4.131018e+01    1.353237e+02
  4.131055e+01    1.353460e+02
  4.131092e+01    1.339982e+02
  4.131129e+01    1.346545e+02
  4.131166e+01    1.353208e+02
