# == pyFAI calibration ==
# Distance Sample to Detector: 0.9185303427416458 m
# PONI: 1.916e+00, 3.346e-01 m
# Rotations: 0.091722 -0.638530 -0.000021 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 1148.741 mm
# Center: x=1453.987, y=7156.945 pix
# Tilt: 36.908 deg  TiltPlanRot: -97.035 deg
# 
# Detector Pilatus 300kw	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 8.856e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> b_toney_lab6_th3_scan1_0029.xy
#       2th_deg             I 
  2.753860e+01    1.676451e+02
  2.753927e+01    1.761085e+02
  2.753994e+01    1.863595e+02
  2.754061e+01    1.967406e+02
  2.754129e+01    2.079712e+02
  2.754196e+01    2.199271e+02
  2.754263e+01    2.319407e+02
  2.754330e+01    2.495770e+02
  2.754397e+01    2.672959e+02
  2.754464e+01    2.879739e+02
  2.754531e+01    3.183438e+02
  2.754598e+01    3.484966e+02
  2.754665e+01    3.832175e+02
  2.754732e+01    4.686808e+02
  2.754799e+01    5.232186e+02
  2.754866e+01    5.968184e+02
  2.754933e+01    7.594530e+02
  2.755000e+01    8.904008e+02
  2.755067e+01    1.023648e+03
  2.755134e+01    1.219353e+03
  2.755202e+01    1.526666e+03
  2.755269e+01    1.923271e+03
  2.755336e+01    2.531370e+03
  2.755403e+01    3.236734e+03
  2.755470e+01    3.811240e+03
  2.755537e+01    5.057047e+03
  2.755604e+01    6.410910e+03
  2.755671e+01    7.210527e+03
  2.755738e+01    8.958179e+03
  2.755805e+01    1.036966e+04
  2.755872e+01    1.190771e+04
  2.755939e+01    1.353558e+04
  2.756006e+01    1.427263e+04
  2.756073e+01    1.510541e+04
  2.756140e+01    1.475871e+04
  2.756208e+01    1.339926e+04
  2.756275e+01    1.106067e+04
  2.756342e+01    8.173437e+03
  2.756409e+01    7.214301e+03
  2.756476e+01    6.397410e+03
  2.756543e+01    5.576472e+03
  2.756610e+01    4.744038e+03
  2.756677e+01    3.833721e+03
  2.756744e+01    2.802246e+03
  2.756811e+01    2.150687e+03
  2.756878e+01    1.646215e+03
  2.756945e+01    1.099700e+03
  2.757012e+01    8.734956e+02
  2.757079e+01    7.283326e+02
  2.757146e+01    6.217081e+02
  2.757213e+01    5.389240e+02
  2.757281e+01    4.665331e+02
  2.757348e+01    4.117565e+02
  2.757415e+01    3.704056e+02
  2.757482e+01    3.367489e+02
  2.757549e+01    3.047028e+02
  2.757616e+01    2.791355e+02
  2.757683e+01    2.578570e+02
  2.757750e+01    2.408683e+02
  2.757817e+01    2.285688e+02
  2.757884e+01    2.160126e+02
  2.757951e+01    2.047231e+02
  2.758018e+01    1.942588e+02
  2.758085e+01    1.855767e+02
  2.758152e+01    1.775414e+02
  2.758219e+01    1.706463e+02
  2.758286e+01    1.649070e+02
  2.758354e+01    1.581949e+02
  2.758421e+01    1.527918e+02
  2.758488e+01    1.482282e+02
  2.758555e+01    1.441576e+02
  2.758622e+01    1.398563e+02
  2.758689e+01    1.355908e+02
  2.758756e+01    1.322730e+02
  2.758823e+01    1.281943e+02
  2.758890e+01    1.255972e+02
  2.758957e+01    1.216951e+02
  2.759024e+01    1.192394e+02
  2.759091e+01    1.169661e+02
  2.759158e+01    1.160167e+02
  2.759225e+01    1.151281e+02
  2.759292e+01    1.137643e+02
  2.759360e+01    1.104112e+02
  2.759427e+01    1.073090e+02
  2.759494e+01    1.043191e+02
  2.759561e+01    1.022849e+02
  2.759628e+01    1.017425e+02
  2.759695e+01    1.008890e+02
  2.759762e+01    9.984704e+01
  2.759829e+01    9.776054e+01
  2.759896e+01    9.714460e+01
  2.759963e+01    9.697836e+01
  2.760030e+01    9.636544e+01
  2.760097e+01    9.501540e+01
  2.760164e+01    9.308062e+01
  2.760231e+01    9.182212e+01
  2.760298e+01    9.166818e+01
  2.760365e+01    9.099174e+01
  2.760433e+01    9.005512e+01
  2.760500e+01    8.900063e+01
  2.760567e+01    8.834746e+01
  2.760634e+01    8.739070e+01
  2.760701e+01    8.618609e+01
  2.760768e+01    8.473502e+01
  2.760835e+01    8.401466e+01
  2.760902e+01    8.408565e+01
  2.760969e+01    8.433521e+01
  2.761036e+01    8.354548e+01
  2.761103e+01    8.193239e+01
  2.761170e+01    8.141905e+01
  2.761237e+01    8.116028e+01
  2.761304e+01    8.154691e+01
  2.761371e+01    8.196111e+01
  2.761439e+01    8.056501e+01
  2.761506e+01    7.963494e+01
  2.761573e+01    7.859572e+01
  2.761640e+01    7.877161e+01
  2.761707e+01    7.850212e+01
  2.761774e+01    7.812896e+01
  2.761841e+01    7.731215e+01
  2.761908e+01    7.644147e+01
  2.761975e+01    7.628391e+01
  2.762042e+01    7.636094e+01
  2.762109e+01    7.627175e+01
  2.762176e+01    7.620515e+01
  2.762243e+01    7.545477e+01
  2.762310e+01    7.461719e+01
  2.762377e+01    7.469255e+01
  2.762444e+01    7.422965e+01
  2.762512e+01    7.465225e+01
  2.762579e+01    7.375957e+01
  2.762646e+01    7.347729e+01
  2.762713e+01    7.283691e+01
  2.762780e+01    7.289965e+01
  2.762847e+01    7.254877e+01
  2.762914e+01    7.241525e+01
  2.762981e+01    7.153336e+01
  2.763048e+01    7.230395e+01
  2.763115e+01    7.298620e+01
  2.763182e+01    7.329079e+01
  2.763249e+01    7.269750e+01
  2.763316e+01    7.173746e+01
  2.763383e+01    7.121836e+01
  2.763450e+01    7.124693e+01
  2.763517e+01    7.071471e+01
  2.763585e+01    7.091542e+01
  2.763652e+01    7.130373e+01
  2.763719e+01    7.116019e+01
  2.763786e+01    7.078356e+01
  2.763853e+01    7.064695e+01
  2.763920e+01    7.073923e+01
  2.763987e+01    7.074567e+01
  2.764054e+01    7.073354e+01
  2.764121e+01    6.971835e+01
  2.764188e+01    6.862521e+01
  2.764255e+01    6.794107e+01
  2.764322e+01    6.729131e+01
  2.764389e+01    6.834652e+01
  2.764456e+01    6.913099e+01
  2.764523e+01    6.924116e+01
  2.764591e+01    6.957412e+01
  2.764658e+01    6.925202e+01
  2.764725e+01    6.858257e+01
  2.764792e+01    6.795219e+01
  2.764859e+01    6.784830e+01
  2.764926e+01    6.759930e+01
  2.764993e+01    6.831429e+01
  2.765060e+01    6.819627e+01
  2.765127e+01    6.764098e+01
  2.765194e+01    6.767796e+01
  2.765261e+01    6.675907e+01
  2.765328e+01    6.768388e+01
  2.765395e+01    6.773681e+01
  2.765462e+01    6.818774e+01
  2.765529e+01    6.786873e+01
  2.765596e+01    6.735561e+01
  2.765664e+01    6.703925e+01
  2.765731e+01    6.661149e+01
  2.765798e+01    6.597265e+01
  2.765865e+01    6.569743e+01
  2.765932e+01    6.563059e+01
  2.765999e+01    6.512336e+01
  2.766066e+01    6.631107e+01
  2.766133e+01    6.685499e+01
  2.766200e+01    6.725176e+01
  2.766267e+01    6.863816e+01
  2.766334e+01    6.829547e+01
  2.766401e+01    6.838365e+01
  2.766468e+01    6.750149e+01
  2.766535e+01    6.631314e+01
  2.766602e+01    6.635860e+01
  2.766669e+01    6.558070e+01
  2.766737e+01    6.571951e+01
  2.766804e+01    6.550397e+01
  2.766871e+01    6.558875e+01
  2.766938e+01    6.622359e+01
  2.767005e+01    6.614873e+01
  2.767072e+01    6.513850e+01
  2.767139e+01    6.394503e+01
  2.767206e+01    6.386610e+01
  2.767273e+01    6.348571e+01
  2.767340e+01    6.443502e+01
  2.767407e+01    6.466367e+01
  2.767474e+01    6.478226e+01
  2.767541e+01    6.499120e+01
  2.767608e+01    6.526136e+01
  2.767675e+01    6.475024e+01
  2.767743e+01    6.585169e+01
  2.767810e+01    6.608447e+01
  2.767877e+01    6.646064e+01
  2.767944e+01    6.706257e+01
  2.768011e+01    6.578734e+01
  2.768078e+01    6.421008e+01
  2.768145e+01    6.349953e+01
  2.768212e+01    6.267393e+01
  2.768279e+01    6.183824e+01
  2.768346e+01    6.215224e+01
  2.768413e+01    6.242318e+01
  2.768480e+01    6.380573e+01
  2.768547e+01    6.402382e+01
  2.768614e+01    6.419163e+01
  2.768681e+01    6.478268e+01
  2.768748e+01    6.446644e+01
  2.768816e+01    6.524071e+01
  2.768883e+01    6.525285e+01
  2.768950e+01    6.453799e+01
  2.769017e+01    6.378035e+01
  2.769084e+01    6.380774e+01
  2.769151e+01    6.258205e+01
  2.769218e+01    6.191695e+01
  2.769285e+01    6.189647e+01
  2.769352e+01    6.174003e+01
  2.769419e+01    6.212558e+01
  2.769486e+01    6.215681e+01
  2.769553e+01    6.201305e+01
  2.769620e+01    6.252901e+01
  2.769687e+01    6.394159e+01
  2.769754e+01    6.423489e+01
  2.769821e+01    6.432723e+01
  2.769889e+01    6.421219e+01
