# == pyFAI calibration ==
# Distance Sample to Detector: 0.9084140734515469 m
# PONI: 1.891e-01, 2.398e-01 m
# Rotations: 0.085177 0.004888 0.000005 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 911.730 mm
# Center: x=943.315, y=1125.594 pix
# Tilt: 4.888 deg  TiltPlanRot: 176.711 deg
# 
# Detector Pilatus 300kw	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 8.856e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> b_toney_lab6_th3_scan1_0008.xy
#       2th_deg             I 
  1.111034e+01    1.294593e+01
  1.111551e+01    1.285568e+01
  1.112068e+01    1.294408e+01
  1.112586e+01    1.295611e+01
  1.113103e+01    1.287728e+01
  1.113620e+01    1.282304e+01
  1.114137e+01    1.285926e+01
  1.114655e+01    1.291035e+01
  1.115172e+01    1.287238e+01
  1.115689e+01    1.288121e+01
  1.116207e+01    1.278088e+01
  1.116724e+01    1.292750e+01
  1.117241e+01    1.298991e+01
  1.117759e+01    1.297102e+01
  1.118276e+01    1.294494e+01
  1.118793e+01    1.289929e+01
  1.119310e+01    1.279764e+01
  1.119828e+01    1.285884e+01
  1.120345e+01    1.297753e+01
  1.120862e+01    1.300742e+01
  1.121380e+01    1.307000e+01
  1.121897e+01    1.306996e+01
  1.122414e+01    1.299888e+01
  1.122931e+01    1.288634e+01
  1.123449e+01    1.290401e+01
  1.123966e+01    1.295371e+01
  1.124483e+01    1.311289e+01
  1.125001e+01    1.312349e+01
  1.125518e+01    1.293117e+01
  1.126035e+01    1.279741e+01
  1.126553e+01    1.277620e+01
  1.127070e+01    1.280631e+01
  1.127587e+01    1.275333e+01
  1.128104e+01    1.283216e+01
  1.128622e+01    1.291373e+01
  1.129139e+01    1.296853e+01
  1.129656e+01    1.292703e+01
  1.130174e+01    1.302767e+01
  1.130691e+01    1.298268e+01
  1.131208e+01    1.288237e+01
  1.131726e+01    1.278978e+01
  1.132243e+01    1.285165e+01
  1.132760e+01    1.285334e+01
  1.133277e+01    1.289314e+01
  1.133795e+01    1.293639e+01
  1.134312e+01    1.286125e+01
  1.134829e+01    1.272203e+01
  1.135347e+01    1.279525e+01
  1.135864e+01    1.295793e+01
  1.136381e+01    1.293519e+01
  1.136898e+01    1.283433e+01
  1.137416e+01    1.272178e+01
  1.137933e+01    1.273896e+01
  1.138450e+01    1.284157e+01
  1.138968e+01    1.285194e+01
  1.139485e+01    1.280253e+01
  1.140002e+01    1.281743e+01
  1.140520e+01    1.276823e+01
  1.141037e+01    1.271115e+01
  1.141554e+01    1.277903e+01
  1.142071e+01    1.279838e+01
  1.142589e+01    1.283252e+01
  1.143106e+01    1.277495e+01
  1.143623e+01    1.284884e+01
  1.144141e+01    1.286385e+01
  1.144658e+01    1.278981e+01
  1.145175e+01    1.267095e+01
  1.145692e+01    1.267776e+01
  1.146210e+01    1.278826e+01
  1.146727e+01    1.270751e+01
  1.147244e+01    1.273921e+01
  1.147762e+01    1.287233e+01
  1.148279e+01    1.290747e+01
  1.148796e+01    1.281040e+01
  1.149314e+01    1.275695e+01
  1.149831e+01    1.274800e+01
  1.150348e+01    1.283953e+01
  1.150865e+01    1.278781e+01
  1.151383e+01    1.267274e+01
  1.151900e+01    1.271202e+01
  1.152417e+01    1.263313e+01
  1.152935e+01    1.264217e+01
  1.153452e+01    1.260942e+01
  1.153969e+01    1.269986e+01
  1.154486e+01    1.268491e+01
  1.155004e+01    1.276236e+01
  1.155521e+01    1.277904e+01
  1.156038e+01    1.277318e+01
  1.156556e+01    1.275857e+01
  1.157073e+01    1.278976e+01
  1.157590e+01    1.283843e+01
  1.158108e+01    1.294695e+01
  1.158625e+01    1.285606e+01
  1.159142e+01    1.263233e+01
  1.159659e+01    1.245985e+01
  1.160177e+01    1.249180e+01
  1.160694e+01    1.267197e+01
  1.161211e+01    1.284502e+01
  1.161729e+01    1.280020e+01
  1.162246e+01    1.277472e+01
  1.162763e+01    1.274988e+01
  1.163281e+01    1.278725e+01
  1.163798e+01    1.277804e+01
  1.164315e+01    1.276718e+01
  1.164832e+01    1.276633e+01
  1.165350e+01    1.281917e+01
  1.165867e+01    1.287535e+01
  1.166384e+01    1.288231e+01
  1.166902e+01    1.273682e+01
  1.167419e+01    1.272449e+01
  1.167936e+01    1.272725e+01
  1.168453e+01    1.271290e+01
  1.168971e+01    1.259619e+01
  1.169488e+01    1.256659e+01
  1.170005e+01    1.261976e+01
  1.170523e+01    1.271480e+01
  1.171040e+01    1.263121e+01
  1.171557e+01    1.256441e+01
  1.172075e+01    1.260025e+01
  1.172592e+01    1.274527e+01
  1.173109e+01    1.279235e+01
  1.173626e+01    1.269859e+01
  1.174144e+01    1.261490e+01
  1.174661e+01    1.261710e+01
  1.175178e+01    1.269210e+01
  1.175696e+01    1.268318e+01
  1.176213e+01    1.262812e+01
  1.176730e+01    1.259962e+01
  1.177247e+01    1.257559e+01
  1.177765e+01    1.260812e+01
  1.178282e+01    1.270041e+01
  1.178799e+01    1.277876e+01
  1.179317e+01    1.280448e+01
  1.179834e+01    1.273520e+01
  1.180351e+01    1.267302e+01
  1.180869e+01    1.279853e+01
  1.181386e+01    1.292393e+01
  1.181903e+01    1.291237e+01
  1.182420e+01    1.293950e+01
  1.182938e+01    1.291280e+01
  1.183455e+01    1.286033e+01
  1.183972e+01    1.279178e+01
  1.184490e+01    1.284129e+01
  1.185007e+01    1.272933e+01
  1.185524e+01    1.266977e+01
  1.186041e+01    1.266114e+01
  1.186559e+01    1.270025e+01
  1.187076e+01    1.276155e+01
  1.187593e+01    1.286616e+01
  1.188111e+01    1.280014e+01
  1.188628e+01    1.270690e+01
  1.189145e+01    1.269936e+01
  1.189663e+01    1.288806e+01
  1.190180e+01    1.300787e+01
  1.190697e+01    1.309558e+01
  1.191214e+01    1.312710e+01
  1.191732e+01    1.305448e+01
